event_id,release_date,hop,p_i,n_i,prefix_probability,ci_lower,ci_upper,ci_width,state,reason,evsi,review_cost,break_even_probability,execution_reached,is_executed_stop,evaluation_mode,link_parameter_variance_share,measurement_variance_share,regime_drift_variance_share,common_frailty_variance_share,external_cutoff_variance_share
NFP_201512_REL_20160108,2016-01-08,2,0.5125946296143042,21.06495016347412,0.194752007182466,0.07955830380814438,0.34331421388213934,0.26375591007399496,CONTINUE,next_review_evsi_exceeds_cost,0.014412296767654074,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.5709926708090894,0.0037127913040113972,0.29004727881306813,0.1561033452957302,0.000776301650839331
NFP_201512_REL_20160108,2016-01-08,3,0.4100777422181816,14.861855942812628,0.08003924954722746,0.0221421126011472,0.1712877985097784,0.1491456859086312,STOP_REJECT,ci_upper_below_break_even,7.696548023202797e-07,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.6344297521654193,0.0034816871548140308,0.2528536516678781,0.1480710576791122,0.0004121502692236762
NFP_201601_REL_20160205,2016-02-05,1,0.21166752189814805,63.5128838585354,0.2093201859196335,0.09289662908970353,0.3719729506017268,0.2790763215120233,CONTINUE,next_review_evsi_exceeds_cost,0.0220503356616861,0.01,0.20800000000000002,True,False,executed,0.5707760779237331,0.0037585586720623155,0.3228842465975101,0.14703737333180314,0.0007609897348062324
NFP_201601_REL_20160205,2016-02-05,2,0.4849055224933499,21.06495016347412,0.10129864244395824,0.031604060877634114,0.2102655537854518,0.1786614929078177,STOP_REJECT,next_review_evsi_below_cost,3.211027881285703e-05,0.01,0.20800000000000002,True,True,executed,0.636374095957197,0.0032691050543854883,0.2739193282291466,0.1358466093827821,0.000432376822297345
NFP_201601_REL_20160205,2016-02-05,3,0.46076842063857004,14.861855942812628,0.04677661621813237,0.010208484328205102,0.11201432798087554,0.10180584365267044,STOP_REJECT,ci_upper_below_break_even,0.0,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.689496535691077,0.0028600640766178226,0.21988580060577695,0.12261116928463589,0.0002625866574868791
NFP_201602_REL_20160304,2016-03-04,1,0.42554282327387455,63.5128838585354,0.4207375772019834,0.24218654579201737,0.620780871958313,0.3785943261662956,STOP_ABSTAIN,wide_ci_and_review_evsi_below_cost,1.2212453270876722e-15,0.01,0.20800000000000002,True,True,executed,0.589441087433756,0.004534631220284813,0.29832148026467287,0.1777362085998066,0.001606111598630236
NFP_201602_REL_20160304,2016-03-04,2,0.527856702884696,21.06495016347412,0.22248231389491735,0.09555709000083716,0.38518120501940917,0.289624115018572,CONTINUE,next_review_evsi_exceeds_cost,0.01477848202492351,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.605590180120368,0.003957876197943196,0.2503660520997537,0.16652141256336525,0.0007736604190110607
NFP_201602_REL_20160304,2016-03-04,3,0.3894780882745671,14.861855942812628,0.08682339117444296,0.025159136053391862,0.1828642406693163,0.15770510461592444,STOP_REJECT,ci_upper_below_break_even,3.5544315428945215e-06,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.6642506331787994,0.003569728214455412,0.20293119764265202,0.14977704981908369,0.00037038813142002377
NFP_201603_REL_20160401,2016-04-01,1,0.2661198114073952,63.5128838585354,0.2630957037704858,0.11754359162596897,0.4499930476844608,0.33244945605849185,STOP_ABSTAIN,wide_ci_and_review_evsi_below_cost,0.00454589689958125,0.01,0.20800000000000002,True,True,executed,0.6863253187819339,0.003624517071085655,0.2361049875668698,0.1379532033042594,0.0008443743849228128
NFP_201603_REL_20160401,2016-04-01,2,0.4980269463522301,21.06495016347412,0.13175920062944788,0.040639406796089614,0.2670513760139589,0.22641196921786927,STOP_REJECT,next_review_evsi_below_cost,0.0013280542024318098,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.6872432157122416,0.0028737305525735977,0.1787616631636237,0.12254306878728838,0.00043129887110765914
NFP_201603_REL_20160401,2016-04-01,3,0.4265070207970931,14.861855942812628,0.05664705229614432,0.011339173510005419,0.13819991083643124,0.12686073732642583,STOP_REJECT,ci_upper_below_break_even,6.870393464023334e-08,0.01,0.20800000000000002,False,False,counterfactual_after_stop,0.6946810962425016,0.0024965217771113764,0.14470571005880506,0.10646021200681047,0.00024506839387504486
NFP_201604_REL_20160506,2016-05-06,1,0.21693039235196643,63.5128838585354,0.21448386343784312,0.09911493828008094,0.36954145005120737,0.2704265117711264,CONTINUE,next_review_evsi_exceeds_cost,0.01843514773800458,0.01,0.20800000000000002,True,False,executed,0.5420561136134383,0.003969415518224959,0.3324876674940066,0.1520395285197674,0.0008497525453698203
